0.680555556 0.741301059 0.75617284  0.790322581 0.88 0.902394107
0.691674291 0.719314938 0.74556213  0.795789474 0.94 0.945
0.036285097 0.057400574 0.070540813 0.102389078 0.87 0.88794926
0.7         0.71        0.82        0.795952782 0.83 0.875695733
0.855699856 0.866959064 0.903963415 0.885074627 0.91 0.925117005
0.900833333 0.896351575 0.915325995 0.913006757 0.93 0.923142613
0.892720307 0.898457584 0.871571072 0.87375     0.77 0.800687285
0.754045307 0.746794872 0.807159353 0.810904872 0.92 0.731937173
0.801452785 0.813267813 0.850171233 0.850171233 0.93 0.947519084
0.972906404 0.975308642 0.94047619  0.860566449 0.84 0.875831486
0.82384106  0.817345598 0.879773692 0.828229028 0.90 0.933933934
0.896825397 0.899204244 0.88976378  0.8475      0.77 0.820823245
0.750569949 0.76180883  0.787540043 0.779471407 0.87 0.88083591
